Name,Skills,Skill_Levels,Interests,Experience,Recommended_Career,Average_Salary
User_8320,C++;JavaScript;Data Analysis;Machine Learning,Expert;Beginner;Beginner;Pro,Gaming,6,Backend Developer,90000
User_7809,Project Management;Python,Pro;Pro,Environment;Business,0,Content Strategist,55000
User_4755,Finance;Cloud Computing;Big Data,Expert;Expert;Expert,Tech;Security,1,Cloud Engineer,105000
User_8399,JavaScript;Cybersecurity;Data Analysis,Expert;Expert;Intermediate,AI,10,Content Strategist,55000
User_4182,Graphic Design;Accounting;Project Management;Networking,Intermediate;Expert;Intermediate;Beginner,Cloud,10,Project Manager,95000
User_6202,Cybersecurity;C++,Intermediate;Pro,Tech;AI,9,Digital Marketer,60000
User_7638,Graphic Design;Deep Learning;Accounting;Cloud Computing,Intermediate;Beginner;Pro;Intermediate,Marketing;Security,1,Project Manager,95000
User_1823,Deep Learning;Cybersecurity,Intermediate;Pro,Design;Cloud,4,Data Scientist,100000
User_3579,SQL;Graphic Design;Cloud Computing;Python,Intermediate;Beginner;Pro;Pro,Education,7,Graphic Designer,55000
User_4530,Deep Learning;Cybersecurity;Project Management,Pro;Pro;Pro,Design;Gaming,0,Big Data Engineer,110000
User_8227,C++;Networking,Expert;Beginner,Business;Education,9,DevOps Engineer,100000
User_8447,UI/UX Design;Project Management;Python;Deep Learning,Pro;Pro;Pro;Expert,AI,3,Technical Writer,60000
User_2654,Accounting;JavaScript;C++;Digital Marketing,Pro;Beginner;Intermediate;Intermediate,AI,8,Customer Support Specialist,45000
User_7123,Cybersecurity;C++,Expert;Pro,Marketing;Gaming,2,Content Strategist,55000
User_7518,SEO;Graphic Design;Networking,Expert;Expert;Expert,Healthcare;Security,9,Cybersecurity Analyst,95000
User_6188,Data Analysis;SEO;Cloud Computing;DevOps,Intermediate;Expert;Expert;Beginner,Environment;Security,8,Big Data Engineer,110000
User_7362,Content Writing;Deep Learning,Expert;Beginner,Education;Healthcare,2,Network Engineer,85000
User_6320,Networking;Content Writing;Blockchain,Expert;Pro;Pro,Design,10,Customer Support Specialist,45000
User_4370,Deep Learning;Finance;Blockchain,Expert;Pro;Pro,Tech;Design,10,Cloud Engineer,105000
User_6505,Machine Learning;UI/UX Design;SEO;Cloud Computing,Expert;Intermediate;Pro;Beginner,Gaming,8,Big Data Engineer,110000
User_1549,Machine Learning;UI/UX Design;SEO,Beginner;Intermediate;Pro,Design;Cloud,8,Technical Writer,60000
User_1773,Finance;Machine Learning;Cybersecurity,Beginner;Beginner;Intermediate,Business,6,Data Scientist,100000
User_1516,Content Writing;Python,Expert;Intermediate,Finance,9,Machine Learning Engineer,110000
User_3212,SEO;UI/UX Design,Intermediate;Expert,Education;Healthcare,1,Content Strategist,55000
User_1561,Cybersecurity;Finance;Graphic Design,Intermediate;Intermediate;Beginner,Healthcare,3,Content Strategist,55000
User_6265,Accounting;Cloud Computing;Customer Service,Pro;Beginner;Expert,Tech;Cloud,4,Network Engineer,85000
User_8434,Networking;Blockchain;Machine Learning;Deep Learning,Intermediate;Expert;Pro;Beginner,Business;Healthcare,7,Backend Developer,90000
User_8258,SEO;Content Writing,Intermediate;Intermediate,Media,8,Network Engineer,85000
User_4698,JavaScript;Customer Service;DevOps,Beginner;Beginner;Expert,Finance;Business,4,Network Engineer,85000
User_8572,Finance;Cybersecurity,Beginner;Pro,AI;Finance,0,Accountant,65000
User_9439,Deep Learning;Networking;Python;SQL,Beginner;Expert;Pro;Intermediate,Education,2,Graphic Designer,55000
User_7991,Cybersecurity;JavaScript;SQL,Pro;Beginner;Expert,AI,1,Content Strategist,55000
User_2138,Customer Service;Accounting;Networking;SEO,Intermediate;Intermediate;Expert;Intermediate,Design,10,Cybersecurity Analyst,95000
User_5534,DevOps;UI/UX Design;C++,Expert;Intermediate;Expert,Cloud,5,Project Manager,95000
User_4401,Digital Marketing;Cybersecurity,Intermediate;Beginner,Education;Cloud,4,DevOps Engineer,100000
User_9007,SEO;Accounting;Deep Learning,Pro;Pro;Beginner,Healthcare,5,Project Manager,95000
User_5341,Big Data;SQL;Data Analysis,Pro;Expert;Intermediate,Gaming;Security,0,UI/UX Designer,70000
User_3279,Deep Learning;UI/UX Design;Digital Marketing,Intermediate;Pro;Beginner,Marketing;Gaming,1,Cybersecurity Analyst,95000
User_9586,Data Analysis;Graphic Design;Customer Service,Expert;Intermediate;Intermediate,Finance;Security,5,Backend Developer,90000
User_9220,Finance;Graphic Design;Accounting,Expert;Beginner;Pro,Gaming;Education,9,UI/UX Designer,70000
User_1164,Accounting;Project Management;Cybersecurity;Cloud Computing,Expert;Expert;Pro;Expert,AI,0,Financial Analyst,75000
User_4247,Digital Marketing;Accounting,Beginner;Beginner,Gaming,9,Frontend Developer,85000
User_7415,Blockchain;UI/UX Design;Cloud Computing,Intermediate;Intermediate;Expert,Education;Design,0,Graphic Designer,55000
User_5182,Cybersecurity;Deep Learning;Digital Marketing,Expert;Pro;Pro,Finance,1,Content Strategist,55000
User_1845,C++;Machine Learning,Beginner;Beginner,Business;Marketing,1,Big Data Engineer,110000
User_2788,Blockchain;C++;Digital Marketing,Expert;Pro;Beginner,Healthcare;Design,0,Frontend Developer,85000
User_1001,Digital Marketing;Project Management;Graphic Design;Blockchain,Intermediate;Expert;Expert;Pro,Business,7,Cloud Engineer,105000
User_4130,Networking;Cybersecurity;Java,Beginner;Beginner;Intermediate,Design,6,Backend Developer,90000
User_1249,Accounting;Cloud Computing;Blockchain,Beginner;Intermediate;Expert,Business,5,UI/UX Designer,70000
User_4484,Project Management;DevOps;Java,Beginner;Beginner;Intermediate,Security,4,Accountant,65000
User_3755,Project Management;Graphic Design;Deep Learning;Finance,Intermediate;Expert;Beginner;Expert,Marketing,10,Graphic Designer,55000
User_6419,UI/UX Design;Python,Intermediate;Expert,Media,0,DevOps Engineer,100000
User_7212,Project Management;DevOps;Digital Marketing;Accounting,Beginner;Expert;Pro;Pro,Education,1,Technical Writer,60000
User_3368,Machine Learning;Python;Graphic Design;SQL,Expert;Beginner;Beginner;Beginner,Environment;Analytics,3,Machine Learning Engineer,110000
User_4841,UI/UX Design;Blockchain;Deep Learning,Expert;Pro;Intermediate,Education,2,Cloud Engineer,105000
User_1719,SQL;Java,Intermediate;Expert,Environment,0,Project Manager,95000
User_8602,UI/UX Design;SEO;Finance;Digital Marketing,Beginner;Expert;Pro;Intermediate,Cloud;Finance,10,Digital Marketer,60000
User_2426,Finance;Java;Cybersecurity,Pro;Beginner;Expert,Tech;Finance,8,Graphic Designer,55000
User_6711,Finance;Accounting;SQL,Intermediate;Expert;Expert,Tech;Cloud,4,DevOps Engineer,100000
User_8272,Customer Service;Finance;Accounting;Cybersecurity,Expert;Intermediate;Intermediate;Intermediate,Education,9,Backend Developer,90000
User_3634,C++;UI/UX Design;Cloud Computing;Java,Pro;Pro;Pro;Pro,Cloud,4,Cybersecurity Analyst,95000
User_3490,Python;Graphic Design,Beginner;Beginner,Gaming,5,Accountant,65000
User_5525,Python;C++;Data Analysis,Intermediate;Beginner;Intermediate,Gaming;Tech,5,Cloud Engineer,105000
User_8084,Content Writing;Cloud Computing;Accounting;Machine Learning,Expert;Expert;Beginner;Pro,Security,9,Data Scientist,100000
User_8769,SEO;Cloud Computing;Data Analysis,Expert;Intermediate;Beginner,Education;Marketing,7,Accountant,65000
User_5752,Networking;Cloud Computing,Intermediate;Expert,Gaming;Healthcare,3,Backend Developer,90000
User_3953,SEO;C++;Data Analysis;Python,Intermediate;Pro;Expert;Pro,Security;Business,0,Data Scientist,100000
User_8960,Big Data;Cloud Computing,Beginner;Pro,Analytics,5,Machine Learning Engineer,110000
User_3657,Content Writing;Big Data,Expert;Pro,Security,6,Digital Marketer,60000
User_7900,Data Analysis;Deep Learning;Blockchain,Intermediate;Expert;Intermediate,Tech,10,Frontend Developer,85000
User_4603,DevOps;Accounting;Cybersecurity;Content Writing,Beginner;Beginner;Pro;Beginner,AI;Environment,9,Customer Support Specialist,45000
User_4001,Python;Blockchain,Expert;Expert,Design,2,Cybersecurity Analyst,95000
User_5926,Cybersecurity;Python,Expert;Intermediate,Business;Cloud,1,Cloud Engineer,105000
User_5656,Digital Marketing;Customer Service;Project Management,Intermediate;Beginner;Expert,Media,4,Machine Learning Engineer,110000
User_7002,Big Data;Networking,Pro;Intermediate,Design;Tech,10,Backend Developer,90000
User_3609,Content Writing;Python;Machine Learning,Intermediate;Beginner;Pro,Design,2,Content Strategist,55000
User_2547,Big Data;Networking,Beginner;Beginner,Finance,2,Frontend Developer,85000
User_5377,SQL;Graphic Design,Expert;Beginner,Gaming;Cloud,3,Customer Support Specialist,45000
User_6429,Deep Learning;Big Data;Blockchain;Python,Expert;Intermediate;Intermediate;Intermediate,Media,1,Project Manager,95000
User_6774,Finance;Python,Beginner;Pro,Tech,10,DevOps Engineer,100000
User_8883,SQL;Blockchain;Networking;Accounting,Expert;Pro;Beginner;Pro,Analytics;Business,9,Digital Marketer,60000
User_5215,Data Analysis;Digital Marketing;DevOps;Graphic Design,Beginner;Beginner;Pro;Intermediate,Analytics;Gaming,4,Graphic Designer,55000
User_7668,Java;Machine Learning,Pro;Beginner,AI,3,Big Data Engineer,110000
User_9634,Project Management;Graphic Design;Java;Accounting,Expert;Beginner;Intermediate;Intermediate,Security;Business,0,Project Manager,95000
User_1650,Blockchain;Finance,Pro;Beginner,Business,1,Big Data Engineer,110000
User_4647,Cloud Computing;Big Data;SEO,Intermediate;Intermediate;Beginner,Gaming,9,Frontend Developer,85000
User_1842,Deep Learning;Accounting,Beginner;Expert,Analytics,3,DevOps Engineer,100000
User_4566,Customer Service;Machine Learning;SEO;SQL,Expert;Pro;Pro;Intermediate,Finance,3,Graphic Designer,55000
User_8874,Data Analysis;SQL;Blockchain,Pro;Expert;Expert,Tech;AI,4,Project Manager,95000
User_8952,Cybersecurity;C++;Python;Machine Learning,Expert;Pro;Intermediate;Beginner,Business,8,Big Data Engineer,110000
User_6519,Project Management;Java;JavaScript;Finance,Intermediate;Beginner;Expert;Beginner,Education,0,Network Engineer,85000
User_3755,SEO;Graphic Design,Beginner;Beginner,Cloud,2,Machine Learning Engineer,110000
User_7349,C++;DevOps;SEO;Graphic Design,Beginner;Intermediate;Expert;Intermediate,Marketing;Tech,0,Digital Marketer,60000
User_4899,Cloud Computing;Content Writing,Intermediate;Beginner,Environment,6,Graphic Designer,55000
User_1119,C++;Data Analysis,Expert;Pro,Media,4,Customer Support Specialist,45000
User_4248,Customer Service;SQL;Project Management;Finance,Pro;Pro;Expert;Pro,Security,10,Data Scientist,100000
User_3868,DevOps;Project Management;Graphic Design,Intermediate;Beginner;Expert,Finance,6,Graphic Designer,55000
User_6349,Cloud Computing;Blockchain;Digital Marketing;Finance,Beginner;Intermediate;Intermediate;Intermediate,Finance;Security,1,Financial Analyst,75000
User_7995,Customer Service;Graphic Design;Cloud Computing,Intermediate;Intermediate;Intermediate,Gaming,3,Accountant,65000
User_4643,Graphic Design;JavaScript,Beginner;Beginner,Gaming;Healthcare,9,DevOps Engineer,100000
User_5253,Digital Marketing;UI/UX Design;DevOps,Expert;Beginner;Beginner,Design,4,Machine Learning Engineer,110000
User_4285,Accounting;UI/UX Design,Beginner;Expert,Cloud,2,Data Scientist,100000
User_6673,Data Analysis;Content Writing;Graphic Design,Expert;Beginner;Beginner,Security;Marketing,10,Frontend Developer,85000
User_7678,Digital Marketing;Customer Service;SEO;Project Management,Intermediate;Beginner;Expert;Expert,Education,10,Big Data Engineer,110000
User_1582,Deep Learning;Accounting;Networking;DevOps,Expert;Pro;Intermediate;Expert,Business,7,DevOps Engineer,100000
User_8063,Deep Learning;SEO,Intermediate;Pro,Tech,4,Graphic Designer,55000
User_9731,Machine Learning;Finance;SEO;JavaScript,Expert;Beginner;Pro;Intermediate,Gaming;Marketing,4,Accountant,65000
User_6338,Deep Learning;Digital Marketing;Content Writing;Accounting,Intermediate;Intermediate;Beginner;Intermediate,Marketing;Gaming,5,Project Manager,95000
User_5993,Data Analysis;Content Writing;JavaScript;DevOps,Intermediate;Expert;Intermediate;Intermediate,Healthcare,9,Data Scientist,100000
User_2715,Cybersecurity;Content Writing;Graphic Design;Java,Expert;Intermediate;Pro;Beginner,Design;Business,5,Customer Support Specialist,45000
User_3632,Data Analysis;DevOps;Cloud Computing,Pro;Beginner;Expert,Business,0,Accountant,65000
User_4545,Python;DevOps;Accounting,Intermediate;Expert;Beginner,Education,10,UI/UX Designer,70000
User_4110,Content Writing;DevOps;C++,Beginner;Expert;Expert,Marketing,10,UI/UX Designer,70000
User_7033,Graphic Design;DevOps;Big Data,Pro;Expert;Expert,Media,8,Accountant,65000
User_5409,Big Data;Finance;Java;Cybersecurity,Beginner;Pro;Pro;Pro,Marketing;Finance,10,UI/UX Designer,70000
User_8125,JavaScript;Big Data;UI/UX Design;Graphic Design,Pro;Beginner;Pro;Pro,Finance;Gaming,4,Machine Learning Engineer,110000
User_7434,Networking;Content Writing,Beginner;Intermediate,Education,9,Cloud Engineer,105000
User_7730,Networking;Content Writing,Beginner;Intermediate,Security,8,Big Data Engineer,110000
User_3183,SQL;Data Analysis,Beginner;Expert,AI,9,Graphic Designer,55000
User_4342,JavaScript;Digital Marketing;Cybersecurity,Intermediate;Expert;Pro,Cloud;Environment,2,DevOps Engineer,100000
User_3666,JavaScript;Cloud Computing;Customer Service,Intermediate;Beginner;Expert,Education;Gaming,3,Network Engineer,85000
User_7562,SQL;SEO;Deep Learning,Intermediate;Beginner;Beginner,Security,3,DevOps Engineer,100000
User_3247,Content Writing;Digital Marketing;Project Management,Expert;Pro;Expert,Education;Healthcare,7,DevOps Engineer,100000
User_3462,Data Analysis;Project Management,Pro;Pro,Finance,6,Digital Marketer,60000
User_3601,C++;Cloud Computing,Intermediate;Beginner,Finance;Analytics,4,Financial Analyst,75000
User_7582,Machine Learning;Project Management;Blockchain;Digital Marketing,Intermediate;Beginner;Expert;Intermediate,Media;Tech,6,Content Strategist,55000
User_2076,Digital Marketing;Networking;Java;Project Management,Pro;Expert;Pro;Expert,Cloud,4,UI/UX Designer,70000
User_6655,SQL;Finance;Big Data,Intermediate;Expert;Pro,AI;Gaming,0,Data Scientist,100000
User_9819,Blockchain;Java;Python;Cybersecurity,Beginner;Intermediate;Expert;Intermediate,Healthcare;Education,3,Network Engineer,85000
User_7142,C++;Customer Service;Graphic Design;Accounting,Beginner;Intermediate;Expert;Beginner,Analytics;Media,0,Big Data Engineer,110000
User_4677,UI/UX Design;Finance,Intermediate;Expert,Healthcare,8,Project Manager,95000
User_4370,Graphic Design;Python,Beginner;Expert,Environment;Analytics,9,Blockchain Developer,115000
User_8409,Blockchain;Graphic Design;SQL;Cloud Computing,Intermediate;Expert;Beginner;Expert,Gaming;Healthcare,3,Backend Developer,90000
User_4137,Cloud Computing;Blockchain;Deep Learning;Digital Marketing,Intermediate;Expert;Expert;Intermediate,Business,1,SEO Specialist,58000
User_5128,Python;UI/UX Design;Machine Learning,Expert;Expert;Pro,AI;Security,7,Cloud Engineer,105000
User_4219,Python;Accounting;Deep Learning,Beginner;Intermediate;Beginner,Healthcare;Education,0,Data Scientist,100000
User_9001,Java;Networking,Beginner;Beginner,Security,8,Accountant,65000
User_7860,DevOps;Cybersecurity,Beginner;Expert,Business,2,Accountant,65000
User_8051,Big Data;Blockchain;Deep Learning,Expert;Expert;Intermediate,Design,3,Frontend Developer,85000
User_5491,Deep Learning;Project Management,Intermediate;Beginner,AI;Education,9,Cloud Engineer,105000
User_8857,Accounting;UI/UX Design;Data Analysis;Content Writing,Beginner;Pro;Expert;Pro,Cloud,8,Technical Writer,60000
User_8702,SEO;JavaScript,Expert;Intermediate,Security,10,Blockchain Developer,115000
User_8295,SQL;Cloud Computing,Intermediate;Expert,Environment;Tech,10,Accountant,65000
User_4398,Graphic Design;DevOps,Pro;Pro,Cloud,4,Cloud Engineer,105000
User_6917,Accounting;Digital Marketing;Cybersecurity,Expert;Intermediate;Intermediate,Design,6,Accountant,65000
User_5668,Cybersecurity;Accounting;Machine Learning;DevOps,Beginner;Pro;Beginner;Intermediate,Analytics;Tech,1,Content Strategist,55000
User_8747,JavaScript;Content Writing;Cloud Computing;Deep Learning,Expert;Beginner;Intermediate;Pro,Media,1,DevOps Engineer,100000
User_9447,Digital Marketing;Cybersecurity;Cloud Computing,Pro;Beginner;Expert,Cloud,1,UI/UX Designer,70000
User_4238,C++;Deep Learning;Accounting,Beginner;Pro;Pro,Cloud,9,UI/UX Designer,70000
User_8511,Digital Marketing;DevOps;Cloud Computing,Beginner;Beginner;Pro,AI;Design,3,Blockchain Developer,115000
User_6135,Blockchain;Graphic Design,Beginner;Pro,Cloud,7,SEO Specialist,58000
User_3913,UI/UX Design;Finance;Data Analysis;Deep Learning,Expert;Beginner;Expert;Pro,Design;Cloud,4,Backend Developer,90000
User_3671,Accounting;Digital Marketing;Python;C++,Expert;Expert;Pro;Expert,Security;Education,6,Financial Analyst,75000
User_1547,Cybersecurity;JavaScript;Python;SQL,Expert;Beginner;Intermediate;Intermediate,Environment,7,Data Scientist,100000
User_2408,Graphic Design;Big Data;Java,Expert;Expert;Intermediate,Education,7,Big Data Engineer,110000
User_3678,Deep Learning;UI/UX Design;JavaScript,Expert;Beginner;Expert,Media;Education,5,Big Data Engineer,110000
User_9119,Cybersecurity;UI/UX Design;SQL,Expert;Expert;Expert,Security;Healthcare,6,SEO Specialist,58000
User_9438,Graphic Design;Big Data;Content Writing;JavaScript,Beginner;Pro;Beginner;Expert,Security,9,Big Data Engineer,110000
User_1327,Machine Learning;SEO,Beginner;Beginner,Design,4,SEO Specialist,58000
User_2087,JavaScript;Customer Service;Accounting,Pro;Expert;Intermediate,Media;Cloud,7,Customer Support Specialist,45000
User_3564,SQL;Deep Learning;Java;Content Writing,Intermediate;Pro;Pro;Pro,Healthcare;Business,1,Cybersecurity Analyst,95000
User_5710,Big Data;Customer Service;Content Writing,Expert;Intermediate;Pro,AI;Cloud,7,Digital Marketer,60000
User_2238,Digital Marketing;Cybersecurity,Beginner;Expert,Tech;AI,2,SEO Specialist,58000
User_6629,Python;SQL;Customer Service,Beginner;Beginner;Intermediate,Education,4,Digital Marketer,60000
User_5267,Data Analysis;SEO,Beginner;Expert,Marketing,10,Data Scientist,100000
User_6977,Python;Content Writing;Digital Marketing;Networking,Expert;Beginner;Beginner;Expert,Cloud,0,DevOps Engineer,100000
User_1379,Finance;Big Data,Beginner;Intermediate,Finance,4,Machine Learning Engineer,110000
User_9688,Big Data;Finance,Pro;Intermediate,Gaming,1,Technical Writer,60000
User_1985,Deep Learning;Cybersecurity;SEO,Expert;Intermediate;Pro,Business;Finance,4,Graphic Designer,55000
User_5727,Java;Blockchain;Data Analysis;Python,Expert;Intermediate;Beginner;Beginner,Finance;Cloud,7,Machine Learning Engineer,110000
User_9383,JavaScript;Cybersecurity;Project Management;Graphic Design,Expert;Intermediate;Expert;Pro,Finance,10,Backend Developer,90000
User_7697,Digital Marketing;Python;Content Writing,Intermediate;Pro;Beginner,Marketing;Gaming,5,Project Manager,95000
User_6862,Graphic Design;DevOps;Accounting;Digital Marketing,Beginner;Beginner;Expert;Intermediate,Tech;Education,3,Frontend Developer,85000
User_6772,Big Data;Finance;SQL,Intermediate;Expert;Expert,Gaming;Business,4,Network Engineer,85000
User_9517,C++;Big Data,Beginner;Intermediate,Gaming;Cloud,1,Machine Learning Engineer,110000
User_1005,SEO;Graphic Design;Deep Learning,Intermediate;Expert;Beginner,Tech;Analytics,4,Backend Developer,90000
